사투리,표준어
니 끝나고 맥도날드 갈 거가 아까 일구오오 버거 먹자며?,너 끝나고 맥도날드 갈 거야 아까 일구오오 버거 먹자며?
그~ 일구오오 버거 세트에,그~ 일구오오 버거 세트에
해쉬 브라운 들어간 게 있대 새로 나온 거.,해쉬 브라운 들어간 게 있대 새로 나온 거.
그게 엄청 맛있대.,그게 엄청 맛있대.
그걸 먹고 싶어서 지금,그걸 먹고 싶어서 지금
맥도날드 가자는 거가?,맥도날드 가자는 거야?
어.,어.
그거 그게 일구오오 버거 세튼데,그거 그게 일구오오 버거 세튼데
해쉬 브라운이 들어갔는데,해쉬 브라운이 들어갔는데
난 솔직히 해쉬 브라운 별로 안 좋아하고,난 솔직히 해쉬 브라운 별로 안 좋아하고
별로 그렇게 의미 있나 싶었거든 근데 사람들이 엄청 맛있대.,별로 그렇게 의미 있나 싶었거든 근데 사람들이 엄청 맛있대.
나는,나는
나는 개인적으로,나는 개인적으로
맥도날드 보다는,맥도날드 보다는
버거킹을 선호하니까,버거킹을 선호하니까
둘 다 있으면 거기 버거킹만 가는 거 같은데 그래서 가끔 맥도날드 가다가,둘 다 있으면 거기 버거킹만 가는 거 같은데 그래서 가끔 맥도날드 가다가
지금,지금
내가 우리 사는 데 낙성대에는,내가 우리 사는 데 낙성대에는
그~ 맥도날드가 아예 없잖아.,그~ 맥도날드가 아예 없잖아.
그래서 맨날 버거킹 가니까 가끔 맥도날드가 가고 싶다라는 생각이 들 때가 있긴 있거든.,그래서 맨날 버거킹 가니까 가끔 맥도날드가 가고 싶다라는 생각이 들 때가 있긴 있거든.
근데 딱히,근데 딱히
그 중에서 나는 그냥 빅맥이 되게 무난한 맛이고 내가 제일 처음에 먹었던 뭐야.,그 중에서 나는 그냥 빅맥이 되게 무난한 맛이고 내가 제일 처음에 먹었던 뭐야.
제대로 된 햄버거?,제대로 된 햄버거?
그 이미지가 아무래도,그 이미지가 아무래도
빅맥인 거 같애 그래서 가끔 빅맥이 끌린다 싶은데,빅맥인 거 같애 그래서 가끔 빅맥이 끌린다 싶은데
싶을 때는 있어 가지고,싶을 때는 있어 가지고
그래서  갑자기 일구오오 버거를 먹자 그라니까,그래서  갑자기 일구오오 버거를 먹자 그러니까
왜 일구오오 버거를 먹자 그러지 와퍼랑 비슷한데라고 생각을 했거든.,왜 일구오오 버거를 먹자 그러지 와퍼랑 비슷한데라고 생각을 했거든.
그~ 일구오오 버거에,그~ 일구오오 버거에
해쉬 브라운 넣은 거는 십일월 삼십일까지만 판대.,해쉬 브라운 넣은 거는 십일월 삼십일까지만 판대.
그게 원래 한정판이래.,그게 원래 한정판이래.
근데,근데
작년 가을에도 팔았대.,작년 가을에도 팔았대.
내가 봤을 때는 약간 감자 제철이라 가지고 그걸 한정판으로 파는 거 같은데,내가 봤을 때는 약간 감자 제철이라 가지고 그걸 한정판으로 파는 거 같은데
근데 나는,근데 나는
작년에도 한 번도 먹어본 적이 없단 말이야?,작년에도 한 번도 먹어본 적이 없단 말이야?
한정판이 더 비싼 거 알고 있제?,한정판이 더 비싼 거 알고 있지?
그라고 원래,그리고 원래
슈슈 버거도 그렇고 슈비 버거도 그렇고,슈슈 버거도 그렇고 슈비 버거도 그렇고
한정판이었다 일구오오 버거도,한정판이었다 일구오오 버거도
그렇고.,그렇고.
아이다.,아니다.
그게 한정판이 더 비싸다기 보다,그게 한정판이 더 비싸다기 보다
내가 가 봤는데 빅맥이랑,내가 가 봤는데 빅맥이랑
상하이 버거 세트 말고는 다 비싸졌드라.,상하이 버거 세트 말고는 다 비싸졌드라.
맥도날드를 갔었다고?,맥도날드를 갔었다고?
엉.,엉.
빅맥 먹었었거든.,빅맥 먹었었거든.
어디서 경주 갔을 때?,어디서 경주 갔을 때?
경주 갔을 때 맥도날드 왜 갔는데?,경주 갔을 때 맥도날드 왜 갔는데?
집에서 밥 먹지 않았나?,집에서 밥 먹지 않았니?
원래던데 얼마나 비싸졌던데?,원래던데 얼마나 비싸졌던데?
맥 올데이는 그 두 개 밖에 없더라 나머진 다 비싸졌더라.,맥 올데이는 그 두 개 밖에 없더라 나머진 다 비싸졌더라.
올 데이 원래 내가 알기론 맥 올 데이가 한  네다섯 개 됐던 걸로 기억했는데,올 데이 원래 내가 알기론 맥 올 데이가 한  네다섯 개 됐던 걸로 기억했는데
아~,아~
다 없애고 그 두 개만 남가놨,다 없애고 그 두 개만 남겨놨
원래 맥 올 데이는 세 개 밖에 안 됐다 그리고,원래 맥 올 데이는 세 개 밖에 안 됐다 그리고
뭐~ 재료나 이런 거에 따라 한두 개 밖에 없을 때도 있다.,뭐~ 재료나 이런 거에 따라 한두 개 밖에 없을 때도 있다.
세 개 다 하는데도,세 개 다 하는데도
그럼 일구오오 그거 해쉬 브라운 들어간 거 그건 얼만데?,그럼 일구오오 그거 해쉬 브라운 들어간 거 그건 얼만데?
그게 비싸긴 비싸더라.,그게 비싸긴 비싸더라.
뭐~ 칠천 얼만가?,뭐~ 칠천 얼만가?
그렇긴 하더라.,그렇긴 하더라.
칠천 얼마면,칠천 얼마면
니가 좋아하는 치킨 가격인 건 알고 있제?,너가 좋아하는 치킨 가격인 건 알고 있지?
그래 갖고 일단 고민 중이긴 하다.,그래 갖고 일단 고민 중이긴 하다.
고민해야 된다.,고민해야 된다.
그럼 뭐~,그럼 뭐~
끝나고 그냥 맥도날드 갈 거가 아니면 맛집 찾아볼 거가?,끝나고 그냥 맥도날드 갈 거야 아니면 맛집 찾아볼 거야?
맞제 맛집도 쫌 끌리긴 끌리제?,맞지 맛집도 조금 끌리긴 끌리지?
근데,근데
은근히 여기도 막,은근히 여기도 막
그런 뭐~ 있잖아 유퀴즈 온 더 블럭 봤는데,그런 뭐~ 있잖아 유퀴즈 온 더 블럭 봤는데
맛집이 무슨 떡볶이 집도 있고 한다하던데 이 근천지는 모르겠다 정확하게.,맛집이 무슨 떡볶이 집도 있고 한다하던데 이 근천지는 모르겠다 정확하게.
니 방송국에 나온 음식점들 잘 안 찾아 먹잖아.,너 방송국에 나온 음식점들 잘 안 찾아 먹잖아.
그거는 방송국에서 말한 게 아니라,그거는 방송국에서 말한 게 아니라
조세호가 혼자 얘기를 해 줬단 말이야.,조세호가 혼자 얘기를 해 줬단 말이야.
그래 가지고,그래 가지고
거기,거기
거기 거기 뜨지도 않아 그~ 왜,거기 거기 뜨지도 않아 그~ 왜
특병,특병
특정 상호 얘기하면 안 되니까,특정 상호 얘기하면 안 되니까
막,막
압구정도 막 구멍만 압,압구정도 막 구멍만 압
압정 이런 거,압정 이런 거
막 나오고 그래 나왔거든 그니까 사람들 인터넷에 밑에 댓글에 막,막 나오고 그렇게 나왔거든 그러니까 사람들 인터넷에 밑에 댓글에 막
알려줬단 말이야 유튜브에 그 밑에 댓글이 어디라면서.,알려줬단 말이야 유튜브에 그 밑에 댓글이 어디라면서.
근데 그,근데 그
그걸 얘기하니까 조세호도 맛있다하고,그걸 얘기하니까 조세호도 맛있다하고
유재석도 거기 안다면서 맛있다 그러고 그래 가지고,유재석도 거기 안다면서 맛있다 그러고 그래 가지고
