사투리,표준어
스포츠 하면은 그~ 뭐~,스포츠 하면은 그~ 뭐~
축구 배구 야구 농구,축구 배구 야구 농구
뭐~ 육상 골프 뭐~ 여러 가지잖아 그지,뭐~ 육상 골프 뭐~ 여러 가지잖아 그렇지
그중에서도 나래 나는 그~ 저~ 축구 선수도 했고 릴레이 선수 했고,그중에서도 나는 나는 그~ 저~ 축구 선수도 했고 릴레이 선수 했고
그~ 이래 가주고 그~ 참 음~ 할 이야기가 많은데,그~ 이래 가지고 그~ 참 음~ 할 이야기가 많은데
난 옛날에 그~ 저~ 촌에 살아가지고 있다 아이가,난 옛날에 그~ 저~ 촌에 살아가지고 있지 않았냐
동네 행님들이 내보다 한 열 살쯤 많았을 기야 아마,동네 형님들이 나보다 한 열 살쯤 많았을 거야 아마
그런 행님들이 내를 내가 워낙 공을 잘 차니까,그런 형님들이 나를 내가 워낙 공을 잘 차니까
옛날에 뭐~ 축구화라고 제대로 있었나 야 스파이크도 제대로 몬 신고 뭐~ 이런 상황이었는데,옛날에 뭐~ 축구화라고 제대로 있었나 야 스파이크도 제대로 못 신고 뭐~ 이런 상황이었는데
그런 걸 신고 축구를 하니까 완전히 내가 골잡이였거든.,그런 걸 신고 축구를 하니까 완전히 내가 골잡이였거든.
근데 뭐~ 골을 몇 개 넣는지 지금 기억도 안 난다 옛날에 그~ 치면은,근데 뭐~ 골을 몇 개 넣는지 지금 기억도 안 난다 옛날에 그~ 치면은
고향 동네에 그~ 마라도나라고 해야 되나 그 정도로 잘했다고,고향 동네에 그~ 마라도나라고 해야 되나 그 정도로 잘했다고
쫌 웃기는 웃기기겠지마는,조금 웃기는 웃기기겠지마는
지금 지금은 배가 이래 튀나아가지고 뛰지도 못할 상태로 이래 되가있지마는 정말 날라대있다 날라대있어,지금 지금은 배가 이렇게 튀어나와가지고 뛰지도 못할 상태로 이렇게 되어있지마는 정말 날아다녔어 날아다녔어
근데 축구를 하게 되면은 항상 내가 그~,근데 축구를 하게 되면은 항상 내가 그~
제일 나이가 어린데도 항상 그~ 골잡이였다고,제일 나이가 어린데도 항상 그~ 골잡이였다고
그 동네 행님들은 내보고 막,그 동네 형님들은 나보고 막
인제 촌에는 맨날 항상 그~ 저~ 체 맨 체육대회나 뭐~ 체육대회 이런 걸 하면은,인제 촌에는 맨날 항상 그~ 저~ 체 내내 체육대회나 뭐~ 체육대회 이런 걸 하면은
꼭 그~ 농사철에 해요 농사철에 벼내이 베 나락 있다 아이가,꼭 그~ 농사철에 해요 농사철에 벼내이 베 벼 있지 않냐
나락을 저~ 저~ 도시 말로 저~ 벼라고 하는데,벼를 저~ 저~ 도시 말로 저~ 벼라고 하는데
나락 그~ 모내기할 때 이걸 하는 기라 그러게네,벼 그~ 모내기할 때 이걸 하는 거야 그러니까
촌에서 이 촌에서는 일손이 부족하다 아이가 그렁께네,촌에서 이 촌에서는 일손이 부족하지 않냐 그러니까
집에 일을 해야 되는데 공 차러 가자 카니까는 아버지가 좋아하나?,집에 일을 해야 되는데 공 차러 가자 하니까는 아버지가 좋아하겠어?
응 이래 못 가라 카는 기라 그니께네,응 이렇게 못 가라 하는 거야 그러니까
동네 행님들이 우리 집에 와가지고 이제 아버지를 꼬셔갖고 어떻든지 내를 좀 데꼬 가가지고,동네 형님들이 우리 집에 와가지고 이제 아버지를 꼬셔갖고 어떻든지 나를 좀 데리고 가가지고
한 번 해보끼라고 참 그린 그래 해가지고 가가지고 그래도 결국,한 번 해볼거라고 참 그린 그렇게 해가지고 가가지고 그래도 결국
글마 얘가 우승하고 왔다 아이가 그랬더만 참 내가 생각해도 지금 키가 크지도 안 했고,걔 얘가 우승하고 왔지 않냐 그랬더만 참 내가 생각해도 지금 키가 크지도 안 했고
빼빼했는데 참 대단하다 생각을 함.,빼빼했는데 참 대단하다 생각을 했어.
지금 차려보니까네 상상이 안 가지,지금 차려보니까는 상상이 안 가지
당연히 상상이 안 가지 마라도나라고 했나 방금,당연히 상상이 안 가지 마라도나라고 했어 방금
그럼 나는 피구계에 완전 뭐~ 날고뛰었다 완전,그럼 나는 피구계에 완전 뭐~ 날고뛰었다 완전
그~ 나는 피구를 하면 끝까지 남아있는 기라.,그~ 나는 피구를 하면 끝까지 남아있는 거야.
요 그 이유가 공을 억수로 무서워해서 막 살살살 잘 피해 다녀 가주고,요 그 이유가 공을 굉장히 무서워해서 막 살살살 잘 피해 다녀 가지고
난 끝까지 남아 있거든 근데 마지막에 왜 막 공 날라오고 이런다 아이가 그게 무서워가지고,난 끝까지 남아 있거든 근데 마지막에 왜 막 공 날라오고 이러지 않니 그게 무서워가지고
그냥 그냥 막 공 슬 날라오는 거에 슬쩍 그냥 건들리는 거라 그냥 죽고 들어갈라고 공 맞으면 아플까 봐.,그냥 그냥 막 공 슬 날라오는 거에 슬쩍 그냥 건들리는 거야 그냥 죽고 들어가려고 공 맞으면 아플까 봐.
그~ 나는 정말 그~ 스포츠 뭐~ 이런 거 억수로 싫어했다 대신에 무용은 다 잘했지 무용하고,그~ 나는 정말 그~ 스포츠 뭐~ 이런 거 굉장히 싫어했어 대신에 무용은 다 잘했지 무용하고
그다음에 잘하는 게 나는 그~ 고무뛰기가 뭐~ 스포츠는 아니지만 놀이지만,그다음에 잘하는 게 나는 그~ 고무뛰기가 뭐~ 스포츠는 아니지만 놀이지만
고뭇 고무줄놀이 있다 아이가 막 시차기 이런 거,고뭇 고무줄놀이 있지 않냐 막 돌차기 이런 거
그런 거에는 쫌 동네에서 뭐~ 둘째가라면 서러울 정도 잘했지.,그런 거에는 조금 동네에서 뭐~ 둘째가라면 서러울 정도 잘했지.
나는 그~ 축구를 얼마나 좋아했냐면은 지금 이 무릎에 치아보면 이거 껌은 그~ 보이지 있잖아.,나는 그~ 축구를 얼마나 좋아했냐면은 지금 이 무릎에 치워보면 이거 검은 그~ 보이지 있잖아.
이길 촌에는 옛날에 약이 없어갖고,이길 촌에는 옛날에 약이 없어갖고
이게 동네 어른이 다치고 온께는 뭐라 뭐 했냐면 숯 딨다 아이가 숯,이게 동네 어른이 다치고 오니까는 뭐라 뭐 했냐면 숯 댔지 않냐 숯
나무 숯 숯을 하고 숯하고 그~ 쑥을 그기 짖이겨갖고 이걸 발라주더라고,나무 숯 숯을 하고 숯하고 그~ 쑥을 거기 짖이겨갖고 이걸 발라주더라고
이기 어찌해가 다쳤냐 하면은 와 그~ 옛날에 그~ 축구를 얼마나 좋아해가,여기 어찌해서 다쳤냐 하면은 와 그~ 옛날에 그~ 축구를 얼마나 좋아해서
막 이렇게 뛰대가니까,막 이렇게 뛰어가니까
바치갖고 어데서 팅기갈고,받쳐갖고 어디서 팅겨가지고
이 무릎이 바쳤냐 하면은 우리 그~ 옛날에 어릴 때 찾아보머이,이 무릎이 받쳤냐 하면은 우리 그~ 옛날에 어릴 때 찾아보면
학교에 보면 이 길다란 줄 있잖아 그~ 막 기 올라가고 이래 샀는 거 있제?,학교에 보면 이 기다란 줄 있잖아 그~ 막 기 올라가고 이렇게 샀는 거 있지?
그거 왔다 갔다하는 그거 쇠몽댕이 있제 그 지지대 거기에 바치삣는 기라,그거 왔다 갔다하는 그거 쇠몽댕이 있지 그 지지대 거기에 받쳐버린 거야
누가 이래 가이고 허연 뼈가 보이데 그래 가이고 막,누가 이래 가지고 허연 뼈가 보이데 그래 가지고 막
너무 아프니까 울음이 안 나오더라고,너무 아프니까 울음이 안 나오더라고
그냥 허허 이래만 나오더라고 그래 가이고 있다 아이가,그냥 허허 이래만 나오더라고 그래 가지고 있지 않느냐
왔는데 나중에 이게 안 돼가지고 진짜 거짓말 아니고 뭐 붙인다 붙이가 나섰는가 처음에는 뭐~ 의학이,왔는데 나중에 이게 안 돼가지고 진짜 거짓말 아니고 뭐 붙인다 붙여서 나았는가 처음에는 뭐~ 의학이
발달이 안 되노  그때 당시에 똥 있다 아이가 똥,발달이 안 돼서  그때 당시에 똥 있지 않냐 똥
똥을 붙여갖고 이걸 해가 돼 있다니까,똥을 붙여갖고 이걸 해서 돼 있다니까
그래가지고 이걸 나사았다 아니까 와 지금 생각하면 참 무식한 짓 아이가?,그래가지고 이걸 나았다 아니까 와 지금 생각하면 참 무식한 짓 아니야?
아무리 그래도 그렇지 그~ 쫌 촌에서 나와가지고 부산이나 치료를 받고 이래야 되는데,아무리 그래도 그렇지 그~ 조금 촌에서 나와가지고 부산이나 치료를 받고 이래야 되는데
지금 그래가 했다 참말로 무식하제?,지금 그래가 했다 참말로 무식하지?
아이 똥 발랐을 거 생각하니까 쫌 추접해질라 하네.,아이 똥 발랐을 거 생각하니까 조금 추저분해질라 하네.
나는 있다 아이가 그~ 그다음에 별명이 옛날에 하니다 하니,나는 있지 않냐 그~ 그다음에 별명이 옛날에 하니다 하니
왜냐면 난 달리기 엄청 잘하거든.,왜냐면 난 달리기 엄청 잘하거든.
막 뛰었다 이라면은 막 그냥 애들 막 다 제끼고 뛰고 이래 가주고,막 뛰었다 이러면은 막 그냥 애들 막 다 제치고 뛰고 이래 가지고
우리 때는 또 하니 이런 거 잘 몰랐다 아이가.,우리 때는 또 하니 이런 거 잘 몰랐지 않았냐.
지금 알았으면 아마 내 별명이 하니가 아니었을까?,지금 알았으면 아마 내 별명이 하니가 아니었을까?
그~ 잘리기 달리기하면 또 뭐~ 이 한 몸 하지 뭐~,그~ 잘리기 달리기하면 또 뭐~ 이 한 몸 하지 뭐~
그러면 내하고 달리기 한번 해볼래?,그러면 나하고 달리기 한번 해볼래?
달리기하면 또 내가 육상선수였다 아이가,달리기하면 또 내가 육성선수였지 않냐
