사투리,표준어
예전에 제가 친구랑 후쿠오카 간다고,예전에 제가 친구랑 후쿠오카 간다고
비항기표를 예약했을 때,비항기표를 예약했을 때
기억나세요?,기억나세요?
기억나지.,기억나지.
당시에 친구가 갑작스럽게 출장을 가게 돼서,당시에 친구가 갑작스럽게 출장을 가게 돼서
저 혼자 갈 뻔했는데,저 혼자 갈 뻔했는데
그때 형한테 같이 갈 수 있냐고 물어봤잖아요 기억나시죠?,그때 형한테 같이 갈 수 있냐고 물어봤잖아요 기억나시죠?
기억나지.,기억나지.
그때 흔쾌히 같이 가자고 해 주셔서 아직도,그때 흔쾌히 같이 가자고 해 주셔서 아직도
되게 고마워요.,되게 고마워요.
나도 가고 싶었지 나는 일본을 좋아하기 때문에,나도 가고 싶었지 나는 일본을 좋아하기 때문에
같이 가자 했을 때 여유가 됐었기 때문에 그 당시에,같이 가자 했을 때 여유가 됐었기 때문에 그 당시에
허락을 한 거지.,허락을 한 거지.
그때 원래 여행을 어디든 갈려고 계획을 쫌 잡고 있었나요?,그때 원래 여행을 어디든 갈려고 계획을 조금 잡고 있었나요?
계획은 없었는데 나는 혼자 가는 걸 별로 안 좋아하기 때문에,계획은 없었는데 나는 혼자 가는 걸 별로 안 좋아하기 때문에
마침 니가 같이 가자고 하니까,마침 네가 같이 가자고 하니까
라고 생각하고 허락을 했지.,라고 생각하고 허락을 했지.
가기 전에,가기 전에
뭐~ 날씨고 괜찮을지 뭐~ 여러 가지 걱정을 많이 했는데,뭐~ 날씨고 괜찮을지 뭐~ 여러 가지 걱정을 많이 했는데
다행히도 갔을 때 날씨가 엄청 구름 한 점 없이 맑고,다행히도 갔을 때 날씨가 엄청 구름 한 점 없이 맑고
좋았었던 거 같애요.,좋았었던 거 같애요.
그래 진짜 운이 좋았던 거 같다.,그래 진짜 운이 좋았던 거 같다.
제가 일본 여행은 오사카 다음으로,제가 일본 여행은 오사카 다음으로
후쿠오카가 두 번째였는데,후쿠오카가 두 번째였는데
후쿠오카가 오사카랑 비교했을 때 쫌 더,후쿠오카가 오사카랑 비교했을 때 조금 더
정감이 있고 또 되 쪼금,정감이 있고 또 되 쪼금
예를 들어 오사카가 번잡한 도시라고 치면은,예를 들어 오사카가 번잡한 도시라고 치면은
후쿠오카는 도시긴 도시인데 좀 여유 있는 그런 곳이었던 것 같애요.,후쿠오카는 도시긴 도시인데 좀 여유 있는 그런 곳이었던 것 같애요.
약간 시골이라서 그런가?,약간 시골이라서 그런가?
잘 모르겠네?,잘 모르겠네?
나는 도쿄에서 십 개월 살다가,나는 도쿄에서 십 개월 살다가
다른 지역은 한 번도 안 가 봤어 근데 요번에 후쿠오카를,다른 지역은 한 번도 안 가 봤어 근데 요번에 후쿠오카를
같이 가 보니까 너무 좋더라고?,같이 가 보니까 너무 좋더라고?
형은 어떤 게 좋으셨나요?,형은 어떤 게 좋으셨나요?
다시 일본을 갔다는 자체가 일단 좋았고,다시 일본을 갔다는 자체가 일단 좋았고
그다음에 여행 가서 편안하게 이제,그다음에 여행 가서 편안하게 이제
관광도 하고 먹을 거도 먹고 운동도 하고,관광도 하고 먹을 거도 먹고 운동도 하고
그런 것들이 아주 좋았어.,그런 것들이 아주 좋았어.
갔을 때 숙소에다가 짐을 풀고,갔을 때 숙소에다가 짐을 풀고
계획을 짰던 라멘집을 갈려고 했는데,계획을 짰던 라멘집을 갈려고 했는데
일본 식당들은 브레이크 타임을 쫌 철저히 지키더라고요 저는 처음 알았습니다.,일본 식당들은 브레이크 타임을 조금 철저히 지키더라고요 저는 처음 알았습니다.
그렇지.,그렇지.
골목골목에 식당이 있다 보니까 사람들이,골목골목에 식당이 있다 보니까 사람들이
계속 드나드는 골목이 아니라서 아마 그랬던 거 같애.,계속 드나드는 골목이 아니라서 아마 그랬던 거 같애.
이때는 굉장히 쫌,이때는 굉장히 조금
말랐던 거 같네.,말랐던 거 같네.
지금보다는 쪼금 살이 쫌 빠지셨을 때였던 거 같은데 그 이후로,지금보다는 쪼금 살이 조금 빠지셨을 때였던 거 같은데 그 이후로
부상도 당하시고 해서 운동을 쉬셔서 그런지 지금은,부상도 당하시고 해서 운동을 쉬셔서 그런지 지금은
쪼금 몸집이 뿔으셨네요.,쪼금 몸집이 불으셨네요.
사실 이때랑 지금이랑 몸무게가 비슷해.,사실 이때랑 지금이랑 몸무게가 비슷해.
근육량 차이인가요?,근육량 차이인가요?
근육량 차이지.,근육량 차이지.
그리고 이때는 건강도 안 좋았어 술을 너무 많이 마셔 가지고,그리고 이때는 건강도 안 좋았어 술을 너무 많이 마셔 가지고
이 당시에 그~ 보험 영업직으로 일하실 때였던가요?,이 당시에 그~ 보험 영업직으로 일하실 때였던가요?
보험 영업할 때였지.,보험 영업할 때였지.
저녁에 주짓수 도장을,저녁에 주짓수 도장을
후쿠오카 있는 주짓수 도장을 가는데 가는 길에,후쿠오카 있는 주짓수 도장을 가는데 가는 길에
라멘을 먹었던 게 아직도 기억에 남네요.,라멘을 먹었던 게 아직도 기억에 남네요.
닭고기 육수로 만든 라멘인데 나도 먹어 보니까 맛있더라고?,닭고기 육수로 만든 라멘인데 나도 먹어 보니까 맛있더라고?
형 동네에 라멘집이 생겼어 새로 거기 한번 난중에 가 보자.,형 동네에 라멘집이 생겼어 새로 거기 한번 나중에 가 보자.
후쿠오카에서 먹었던 것처럼 맛있는 라멘인가요?,후쿠오카에서 먹었던 것처럼 맛있는 라멘인가요?
거기 있는 사장님도 형 초등학교 선배고,거기 있는 사장님도 형 초등학교 선배고
일본에서 음식을 배워서 왔기 때문에,일본에서 음식을 배워서 왔기 때문에
믿을 만하다.,믿을 만하다.
또 내가 먹어 보니까 맛있더라.,또 내가 먹어 보니까 맛있더라.
다음에 언제 한번 같이 가시죠.,다음에 언제 한번 같이 가시죠.
그래 가 보자.,그래 가 보자.
그런데 라멘을 먹을 때까진 좋아는데 막상 라멘 먹고 얼마 안 돼서,그런데 라멘을 먹을 때까진 좋아는데 막상 라멘 먹고 얼마 안 돼서
주짓수라는 운동을 하러 가니까 배가 불러서,주짓수라는 운동을 하러 가니까 배가 불러서
토할 거 같더라고요.,토할 거 같더라고요.
형은 안 그랬어요?,형은 안 그랬어요?
나는 자체가 배가 나와 가주고 똑같앴지.,나는 자체가 배가 나와 가지고 똑같앴지.
