사투리,표준어
님은 가지고 계신 종교가 있으신가요?,님은 가지고 계신 종교가 있으신가요?
어~ 저는 지금,어~ 저는 지금
그 가지고 있는 종교는 없구요.,그 가지고 있는 종교는 없구요.
어~ 부모님께서는,어~ 부모님께서는
이제 원래 교회를 다니셨는데,이제 원래 교회를 다니셨는데
부모님은 이제 저한테 이제,부모님은 이제 저한테 이제
같이 뭐~ 교회를 가자던지,같이 뭐~ 교회를 가자던지
아니면 이제 그렇게,아니면 이제 그렇게
강요는 안 하시더라고요 그래서 어릴 때부터 저는 가지고 있었던 종교는,강요는 안 하시더라고요 그래서 어릴 때부터 저는 가지고 있었던 종교는
없는 거 같애.,없는 거 같애.
아~ 혹시,아~ 혹시
님은 가지고 있는 종교가 있나요?,님은 가지고 있는 종교가 있나요?
저도 제가 막,저도 제가 막
이렇게 믿는 건 아닌데,이렇게 믿는 건 아닌데
부모님이 절에 다니셔서,부모님이 절에 다니셔서
그냥 어렸을 때,그냥 어렸을 때
뭐~ 큰일을 앞두고,뭐~ 큰일을 앞두고
아니면 불교 행사 그 석가탄신일 이럴 때,아니면 불교 행사 그 석가탄신일 이럴 때
한 번씩 가서,한 번씩 가서
그 절 그런 거 구경도 하고,그 절 그런 거 구경도 하고
절 밥도 먹고,절 밥도 먹고
그랬어요 근데 저도,그랬어요 근데 저도
그냥 부모님이 가시니까 저도 같이 따라간 거지.,그냥 부모님이 가시니까 저도 같이 따라간 거지.
제가 그렇게 믿는 건 아닌 거 같아요.,제가 그렇게 믿는 건 아닌 거 같아요.
그러면,그러면
부모님께서 교회 다니시면,부모님께서 교회 다니시면
절에 가보신 적은 없으세요?,절에 가보신 적은 없으세요?
어~ 이게,어~ 이게
부모님은 이제 교회를 다니시는데,부모님은 이제 교회를 다니시는데
그 이제 뭐~,그 이제 뭐~
석가탄신일이라든지 그럴 때는 부모님이랑 같이는 아니더라도,석가탄신일이라든지 그럴 때는 부모님이랑 같이는 아니더라도
어~ 가본 적은 있거든요?,어~ 가본 적은 있거든요?
어~ 그때 이제 가서,어~ 그때 이제 가서
친구들이랑 갔던 거 같애요 아마 그 산 숲에 있었던 절인 데,친구들이랑 갔던 거 같애요 아마 그 산 숲에 있었던 절인 데
인제 등산도 할 겸 해서 이제,인제 등산도 할 겸 해서 이제
쉬는 날이고 하다 보니까 친구이랑 같이,쉬는 날이고 하다 보니까 친구이랑 같이
산속에 있는 절에 가가지고,산속에 있는 절에 가가지고
절 이름도 정확히  뭐였는지 기억도 안 나는데 아마 가서 이제,절 이름도 정확히  뭐였는지 기억도 안 나는데 아마 가서 이제
밥 그 이제 비빔밥 같은 거 그런 거,밥 그 이제 비빔밥 같은 거 그런 거
먹었던 것 같애요.,먹었던 것 같애요.
그리고 거기 이게,그리고 거기 이게
그중에 지에 같이 간 친구 중에서 이제,그중에 지에 같이 간 친구 중에서 이제
불교 친구가 한 명 있었거든요 이제 그 친구가 가서,불교 친구가 한 명 있었거든요 이제 그 친구가 가서
뭐~ 절에선 어떻게 해야 되는지 그런 것도 알려주더라고요.,뭐~ 절에선 어떻게 해야 되는지 그런 것도 알려주더라고요.
그런 거 참 신기했어요.,그런 거 참 신기했어요.
혹시 뭐~ 이제,혹시 뭐~ 이제
종교를 안 가지고 있더라도 혹시 뭐~,종교를 안 가지고 있더라도 혹시 뭐~
교회나 절이나 혹시 가서 뭐~ 있었던 일들 있었나요?,교회나 절이나 혹시 가서 뭐~ 있었던 일들 있었나요?
어렸을 때,어렸을 때
사촌 언니가 교회를 다녀서,사촌 언니가 교회를 다녀서
그때는 교회를 한 번도 안 가봤을 때라서 교회에 대한,그때는 교회를 한 번도 안 가봤을 때라서 교회에 대한
호기심 궁금증이,호기심 궁금증이
있었던 때였거든요.,있었던 때였거든요.
근데 사촌 언니 집에 놀러 갔다가,근데 사촌 언니 집에 놀러 갔다가
언니가 교회를 간다고 하길래,언니가 교회를 간다고 하길래
따라갔었는데,따라갔었는데
제가 쫌 어릴 때여서,제가 조금 어릴 때여서
사촌 언니랑 같은 쪽으로 갈 수가 없더라고요.,사촌 언니랑 같은 쪽으로 갈 수가 없더라고요.
그래서 저 혼자,그래서 저 혼자
따로 어디로 갔는데,따로 어디로 갔는데
어린 마음에 혼자 있다는 거에 대해서,어린 마음에 혼자 있다는 거에 대해서
쪼끔 무서웠나 봐요.,쪼끔 무서웠나 봐요.
그리고 교회 가면 노래를 부르시잖아요.,그리고 교회 가면 노래를 부르시잖아요.
근데 이렇게 다 같이 옆에서,근데 이렇게 다 같이 옆에서
노래를 부르시니까,노래를 부르시니까
그 소리에 압도돼서 저 혼자 너무 무서워가지구,그 소리에 압도돼서 저 혼자 너무 무서워가지구
그냥 거기서 혼자 막 울었거든요.,그냥 거기서 혼자 막 울었거든요.
그래서 그것 그때 기억 때문에,그래서 그것 그때 기억 때문에
교회를 가고 싶다는 생각은,교회를 가고 싶다는 생각은
그때 이후로 한 번도 안 했던 거 같아요.,그때 이후로 한 번도 안 했던 거 같아요.
뭔가 그런 무서운 느낌이,뭔가 그런 무서운 느낌이
이 아직 남았어서,이 아직 남았어서
교회는 그때 이후로 한 번도 안 가봤고,교회는 그때 이후로 한 번도 안 가봤고
절에는 몇 번 가봤는데,절에는 몇 번 가봤는데
절 밥이 저는,절 밥이 저는
제 입에 별로 안 맞더라고요.,제 입에 별로 안 맞더라고요.
쫌 고기를 좋아하는 편인데 고기도 하나도 없고,조금 고기를 좋아하는 편인데 고기도 하나도 없고
채소밖에 없는,채소밖에 없는
그런 비빔밥을 먹으니까,그런 비빔밥을 먹으니까
부모님이랑 항상 가면 비빔밥을 받아서,부모님이랑 항상 가면 비빔밥을 받아서
저는 그냥,저는 그냥
고추장에 밥만 비벼서 그렇게 먹고,고추장에 밥만 비벼서 그렇게 먹고
거기서 전 주는 요구르트를 제일 맛있게 먹었어요.,거기서 전 주는 요구르트를 제일 맛있게 먹었어요.
님은,님은
절 밥이 입에 맞으셨어요?,절 밥이 입에 맞으셨어요?
저는 원래 약간,저는 원래 약간
이제 육식보다 약간 채식주의자라,이제 육식보다 약간 채식주의자라
채식주의자는 아닌데 약간 아무튼,채식주의자는 아닌데 약간 아무튼
채소를 엄청 좋아해서,채소를 엄청 좋아해서
그냥 사실,그냥 사실
평소에 먹던 거라 이제 약간,평소에 먹던 거라 이제 약간
괴리감이라 해야 되나는 그런 거는 전혀 못 느꼈고,괴리감이라 해야 되나는 그런 거는 전혀 못 느꼈고
진짜 그 저는 입맛에 잘 맞았던 거 같애요.,진짜 그 저는 입맛에 잘 맞았던 거 같애요.
되게 잘 먹은 거 같애 어~ 혹시,되게 잘 먹은 거 같애 어~ 혹시
님은 그러면 이제 이 종교에 믿는 걸 있어가지고 혹시 뭐~,님은 그러면 이제 이 종교에 믿는 걸 있어가지고 혹시 뭐~
좋은 점이라거나 아니면 뭐~,좋은 점이라거나 아니면 뭐~
그런 게 있다고 생각하시면 그게 뭐라고 생각하세요?,그런 게 있다고 생각하시면 그게 뭐라고 생각하세요?
음~ 죄송한데 제가,음~ 죄송한데 제가
무슨 말인지 제대로 못 들어가지구 한 번만 다시 얘기해주실 있나요?,무슨 말인지 제대로 못 들어가지구 한 번만 다시 얘기해주실 있나요?
어~ 그니까 만약에 이게 종교를 가지고 있게 되면,어~ 그러니까 만약에 이게 종교를 가지고 있게 되면
이제 그 종교에 믿는 거에 있어가지구 이제,이제 그 종교에 믿는 거에 있어가지구 이제
이게 종교를 믿어서 이게 좋은 점이라거나,이게 종교를 믿어서 이게 좋은 점이라거나
아니면 이제 믿는 거에 대해서 약간 부정적이거나,아니면 이제 믿는 거에 대해서 약간 부정적이거나
뭐~ 그런 어떤 의견인지 궁금해가지고 물어본 거예,뭐~ 그런 어떤 의견인지 궁금해가지고 물어본 거예
뭐~,뭐~
쫌 심적으로,조금 심적으로
불안할 때 뭔가,불안할 때 뭔가
쫌 누구가한테 의지하고 싶을 때,조금 누구가한테 의지하고 싶을 때
그럴 때 종교를 찾는 거는,그럴 때 종교를 찾는 거는
그거는 종교에 쫌 좋은 점이라고 생각을 하는데,그거는 종교에 조금 좋은 점이라고 생각을 하는데
이번에 코로나 이게 대구에서,이번에 코로나 이게 대구에서
엄청 심해졌었던 게 신천지 때문이잖아요.,엄청 심해졌었던 게 신천지 때문이잖아요.
근데 그런 식으루,근데 그런 식으루
쪼끔 안 좋은 반향으로,쪼끔 안 좋은 반향으로
종교를 믿고,종교를 믿고
주변 사람들한테 전도하는 거는 좋지만,주변 사람들한테 전도하는 거는 좋지만
그걸 강요하시는 분들도 한 번씩 계시더라고요.,그걸 강요하시는 분들도 한 번씩 계시더라고요.
그런 식으로 종교를 믿는 거는 쫌 안 좋은 거 같아요.,그런 식으로 종교를 믿는 거는 조금 안 좋은 거 같아요.
본인이 그렇게 믿는 거는 본인의 자유지만,본인이 그렇게 믿는 거는 본인의 자유지만
남한테 피해를 끼치면 안 되는 거잖아요.,남한테 피해를 끼치면 안 되는 거잖아요.
그래서 이번에 신천지 그거,그래서 이번에 신천지 그거
일이 있었을 때도,일이 있었을 때도
그런 이유 때문에 사람들이,그런 이유 때문에 사람들이
신천지에 대해서 부정적인 생각을 가지게 되지 않았나,신천지에 대해서 부정적인 생각을 가지게 되지 않았나
저는 그렇게 생각을 해요  님은,저는 그렇게 생각을 해요  님은
이번에 그 신천지 일이 있었을 때 어떻게 생각하셨어요?,이번에 그 신천지 일이 있었을 때 어떻게 생각하셨어요?
저는 이제 처음 이제 그 신천지,저는 이제 처음 이제 그 신천지
그 일을 이제 뉴스로 접했는데,그 일을 이제 뉴스로 접했는데
진짜 솔직히 말하면 처음에 보자마자,진짜 솔직히 말하면 처음에 보자마자
너무 깜짝 놀랬고 약간 이게,너무 깜짝 놀랬고 약간 이게
말이 되는 상황인가라고 생각을 했었어요.,말이 되는 상황인가라고 생각을 했었어요.
일단은 어~ 그 종교를 믿는 거 자체는 이제,일단은 어~ 그 종교를 믿는 거 자체는 이제
나쁜 게 아니라고 생각을 하는데 이제,나쁜 게 아니라고 생각을 하는데 이제
그 사람들이 약간 더 뉴스에 나오고 이제 부각된 게,그 사람들이 약간 더 뉴스에 나오고 이제 부각된 게
이 코로나 이거 수칙을 안 지키면서 이제,이 코로나 이거 수칙을 안 지키면서 이제
그런 일들이 일어난 거잖아요.,그런 일들이 일어난 거잖아요.
그래가지구,그래가지구
쫌 그런 거에 대해서 약간,조금 그런 거에 대해서 약간
무지했다 해야 되나 약간 그랬던 것 같애요 제 생각에는,무지했다 해야 되나 약간 그랬던 것 같애요 제 생각에는
그래서 어~,그래서 어~
그리구 이제 그 이후에도 이제,그리구 이제 그 이후에도 이제
약간 그런 말들도 한 번씩 나왔었잖아요 이제 본인들은,약간 그런 말들도 한 번씩 나왔었잖아요 이제 본인들은
약간 잘못한 게 없단 식으로 이제 그런 식으로 얘기가 나와서,약간 잘못한 게 없단 식으로 이제 그런 식으로 얘기가 나와서
걍 한편으로는 그런 거 보면서 화가 나면서도,그냥 한편으로는 그런 거 보면서 화가 나면서도
안타깝다는 생각을 쫌 많이 했던 거 같애.,안타깝다는 생각을 조금 많이 했던 거 같애.
