사투리,표준어
예 그~ 음식을 제가 사실은 약간은,예 그~ 음식을 제가 사실은 약간은
비만이죠 뭐~ 저도 먹는 거를 엄청 좋아합니다 먹는 거를 이게,비만이죠 뭐~ 저도 먹는 거를 엄청 좋아합니다 먹는 거를 이게
어떨 때는 진짜 식욕 조절이 안 돼서,어떨 때는 진짜 식욕 조절이 안 돼서
요즘에는 이제 밖에 안 나가니까,요즘에는 이제 밖에 안 나가니까
그~ 뭐~ 배달의 민족이나 뭐~ 이런 데서 많이 시켜먹는데,그~ 뭐~ 배달의 민족이나 뭐~ 이런 데서 많이 시켜먹는데
많이 식 많이 시킬 때는 막 하루에,많이 식 많이 시킬 때는 막 하루에
저녁에 한 세 개도 한번 시켜보고 뭐~ 그랬었거든요?,저녁에 한 세 개도 한번 시켜보고 뭐~ 그랬었거든요?
한 타임에 뭐~ 뭐~ 토요일 일요일 이~ 쉴 때는,한 타임에 뭐~ 뭐~ 토요일 일요일 이~ 쉴 때는
다섯 개 여섯 개도 막 시키고 이렇게 하는데 애들하고 이게,다섯 개 여섯 개도 막 시키고 이렇게 하는데 애들하고 이게
어~ 제가 봤을 때 이게 이게,어~ 제가 봤을 때 이게 이게
본인이 먹는 거에 먹어 사실 이제 시켜서 먹든 뭘,본인이 먹는 거에 먹어 사실 이제 시켜서 먹든 뭘
먹든 그냥 뭐~ 집에서  해서 먹든,먹든 그냥 뭐~ 집에서  해서 먹든
대부분 사람들이 건강식으로 제가,대부분 사람들이 건강식으로 제가
아직 뭐~ 어디가 아프고 이렇지가 않기 때문에 건강식으로 잘 안 먹거든 대부분 뭐~,아직 뭐~ 어디가 아프고 이렇지가 않기 때문에 건강식으로 잘 안 먹거든 대부분 뭐~
사실 몸에 안 좋은 위주로 먹죠 뭐~ 맵고 짜고 달고,사실 몸에 안 좋은 위주로 먹죠 뭐~ 맵고 짜고 달고
이렇게 먹는데 어~ 저는 최근 들어서 인제,이렇게 먹는데 어~ 저는 최근 들어서 인제
제일 많이 먹은 거는 아무래도 인제 우리나라 대표적인,제일 많이 먹은 거는 아무래도 인제 우리나라 대표적인
배달 음식인 치킨이죠 치킨,배달 음식인 치킨이죠 치킨
치킨은 뭐~ 동네에 있는 치킨집은 다 시켜먹었던 거 같애요.,치킨은 뭐~ 동네에 있는 치킨집은 다 시켜먹었던 거 같애요.
그리고 요즘에는 이제 그~ 어느 순간부터 인제 커피 이런 게 배달이 되더라고요.,그리고 요즘에는 이제 그~ 어느 순간부터 인제 커피 이런 게 배달이 되더라고요.
그래서 인제 이게 또 치킨을 이제 너무 많이 먹어서 쫌 질려서 이제,그래서 인제 이게 또 치킨을 이제 너무 많이 먹어서 조금 질려서 이제
어~ 예전에 이제 피자도 아~ 많이 시켰고 그다음에 요즘에 인제 커피 쪽으로 인제 많이 시키고 있는데,어~ 예전에 이제 피자도 아~ 많이 시켰고 그다음에 요즘에 인제 커피 쪽으로 인제 많이 시키고 있는데
뭐~ 혹시  씨는 뭐~ 따른 거 뭐~,뭐~ 혹시  씨는 뭐~ 따른 거 뭐~
좋아하는 음식이나 저처럼 이렇게 뭐~ 많이 시켜드시는지 궁금합니다.,좋아하는 음식이나 저처럼 이렇게 뭐~ 많이 시켜드시는지 궁금합니다.
저는 딱히 음식에 대한 욕심이 그렇게 많은 편이 아니어가지고요.,저는 딱히 음식에 대한 욕심이 그렇게 많은 편이 아니어가지고요.
어~ 뭐~ 특별하게 좋아하고 이런 건 없는데 싫어하는 음식은 있어요.,어~ 뭐~ 특별하게 좋아하고 이런 건 없는데 싫어하는 음식은 있어요.
제가 쫌 비위가 그렇게 좋지 않은 편이어서 가시 많은 음식,제가 조금 비위가 그렇게 좋지 않은 편이어서 가시 많은 음식
추어탕 이런 거 음~ 잘 못 먹고 뭔가 잔해가 보이는 것들,추어탕 이런 거 음~ 잘 못 먹고 뭔가 잔해가 보이는 것들
그런 것도 못 먹고  닭이 들어간,그런 것도 못 먹고  닭이 들어간
어~ 무슨 탕 같은 것도 이렇게 왜,어~ 무슨 탕 같은 것도 이렇게 왜
닭 털 뽑아서 이렇게 엎드려서 이렇게 하늘 보고 있는 걔네가 이렇게 눈에 보이면 그걸 좀,닭 털 뽑아서 이렇게 엎드려서 이렇게 하늘 보고 있는 걔네가 이렇게 눈에 보이면 그걸 좀
먹는 데 조금 불편함이 있더라고요 그래서 좀,먹는 데 조금 불편함이 있더라고요 그래서 좀
잘게 찢어져있거나 그~ 원래 모습이 없는,잘게 찢어져있거나 그~ 원래 모습이 없는
그런 거를 먹는 거를 선호하고 저도 인제 코로나가 터지고 하다보니까,그런 거를 먹는 거를 선호하고 저도 인제 코로나가 터지고 하다보니까
집에서 있는 시간이 많아지는데,집에서 있는 시간이 많아지는데
저는 배달보다는 요리하는 시간이 쫌 더 많이 늘어났어요.,저는 배달보다는 요리하는 시간이 조금 더 많이 늘어났어요.
원래는 요리에 이응 자도 모르고,원래는 요리에 이응 자도 모르고
요리에 관심도 없고 별로 하지도 않고 이런 편이었는데,요리에 관심도 없고 별로 하지도 않고 이런 편이었는데
그래서 주로 그냥 간단하게 해먹을 수 있는 간편 요리 음~ 정크푸드 같은 거 이런 거 많이 먹고 그랬는데,그래서 주로 그냥 간단하게 해먹을 수 있는 간편 요리 음~ 정크푸드 같은 거 이런 거 많이 먹고 그랬는데
뭐~ 집에 있는 시간이 늘어나다 보니까 이게 어쩔 수가 없더라고요.,뭐~ 집에 있는 시간이 늘어나다 보니까 이게 어쩔 수가 없더라고요.
그~ 내가 해먹을 수밖에 없는 그런 상황들이 돼서,그~ 내가 해먹을 수밖에 없는 그런 상황들이 돼서
이제 시도를 해봤는데 확실히 한국 음식이 정성이 많이 들어가고,이제 시도를 해봤는데 확실히 한국 음식이 정성이 많이 들어가고
어~ 좀 힘이 드는구나 참 어~ 내가 쫌,어~ 좀 힘이 드는구나 참 어~ 내가 조금
고생을 많이 해야 되는 요리구나 이런 걸 좀 많이 느꼈어요 왜냐면 이제,고생을 많이 해야 되는 요리구나 이런 걸 좀 많이 느꼈어요 왜냐면 이제
피자나 파스타 같은 거는 내가 쏘쓰를 만들어도 그렇게 어렵지 않더라고요 보니까?,피자나 파스타 같은 거는 내가 쏘쓰를 만들어도 그렇게 어렵지 않더라고요 보니까?
피자도 그냥 또띠아만 사면 되고 위에 얹어서 피자 치즈 얹으면 끝나는 거고,피자도 그냥 또띠아만 사면 되고 위에 얹어서 피자 치즈 얹으면 끝나는 거고
토마토 사서 읍 삶고 으깨고 조끔 첨가물 후추라던지 마늘이라던지,토마토 사서 읍 삶고 으깨고 조끔 첨가물 후추라던지 마늘이라던지
