사투리,표준어
먼저 언니 저희 그~ 여행 주제로,먼저 언니 저희 그~ 여행 주제로
네 언니 혹시 그~,네 언니 혹시 그~
어디 가보신,어디 가보신
해외 여행 이라던지,해외 여행 이라던지
국내여행 이라던지 가보신 데 있으세요?,국내여행 이라던지 가보신 데 있으세요?
아~ 해외여행 간 거 중에서,아~ 해외여행 간 거 중에서
저는 제일 기억에 남는 게,저는 제일 기억에 남는 게
그~ 대학생 때,그~ 대학생 때
네 그~ 필리핀으로 어학 연수 간 적 있었거든요?,네 그~ 필리핀으로 어학 연수 간 적 있었거든요?
네 그래서 그 때 마닐라로 갔었는데,네 그래서 그 때 마닐라로 갔었는데
그 때 한 달 정도 있다가 왔었는데,그 때 한 달 정도 있다가 왔었는데
네 저는 그 때가 제일 기억에 남는 거 같아요.,네 저는 그 때가 제일 기억에 남는 거 같아요.
필리핀에서 한 달이나 계셨어요?,필리핀에서 한 달이나 계셨어요?
그럼 친구도 막 사귀셨겠네요?,그럼 친구도 막 사귀셨겠네요?
아~ 네 친구도 되게 많이 사귀고,아~ 네 친구도 되게 많이 사귀고
그 때 저희 학교 말고,그 때 저희 학교 말고
다른 학교 한 서른 개 학교에서,다른 학교 한 서른 개 학교에서
이제 그~,이제 그~
네 그 때,네 그 때
되게 사람들도 많이 사귀고 공부도 정말 많이 하고 그랬었던 거 같애요.,되게 사람들도 많이 사귀고 공부도 정말 많이 하고 그랬었던 거 같애요.
어~ 필리핀에서는 영어 쓰죠?,어~ 필리핀에서는 영어 쓰죠?
영어 잘 하시겠네요?,영어 잘 하시겠네요?
저는 그~ 해외 여행 갔던 것 중에서,저는 그~ 해외 여행 갔던 것 중에서
베트남 갔었거든요.,베트남 갔었거든요.
약간,약간
제 뭐지 배 같은 거,제 뭐지 배 같은 거
탔었는데,탔었는데
되게 좋은 건 아닌데,되게 좋은 건 아닌데
애들이 쪼끔 어떻게 보면 불쌍했다고 해야 되나?,애들이 조금 어떻게 보면 불쌍했다고 해야 되나?
거기가 이제 막 쪼끔 그렇게 잘 살지 못 하잖아요.,거기가 이제 막 조금 그렇게 잘 살지 못 하잖아요.
관광객들 오면은 관광객들 상대로 이제 막,관광객들 오면은 관광객들 상대로 이제 막
막 하는 게 있더라고요.,막 하는 게 있더라고요.
계속 그 때 배를 타고 있었는데,계속 그 때 배를 타고 있었는데
한 초등학생 돼 보이는 남자애가 막,한 초등학생 돼 보이는 남자애가 막
배 탄 사람들을 상대로,배 탄 사람들을 상대로
갑자기 와가지고 안마 해주면서,갑자기 와가지고 안마 해주면서
돈 달라고,돈 달라고
에에 그러는 게 있었거든요.,에에 그러는 게 있었거든요.
아무튼 뭔가,아무튼 뭔가
안 좋긴 한데,안 좋긴 한데
그게 안 좋아서 기억에 좀 많이 남았어요.,그게 안 좋아서 기억에 좀 많이 남았어요.
그~ 베트남도 그런 게 쪼끔 심하죠.,그~ 베트남도 그런 게 조금 심하죠.
음식 먹고 나오는데도,음식 먹고 나오는데도
막,막
어떤 엄마랑 얘기가 막 돈 달라고 구걸하고,어떤 엄마랑 얘기가 막 돈 달라고 구걸하고
그런 게 좀 많았거든요?,그런 게 좀 많았거든요?
그래 저는 이제,그래서 저는 이제
아~ 이거 줘야 되나 싶었는데,아~ 이거 줘야 되나 싶었는데
같이 가셨,같이 가셨
그런 거 주면 안 된다고 해가지고,그런 거 주면 안 된다고 해가지고
어~ 저도 그 얘기 하니까 갑자기 기억이 나는데,어~ 저도 그 얘기 하니까 갑자기 기억이 나는데
그~ 필리핀도 사실 잘 사는 나라가 아니잖아요?,그~ 필리핀도 사실 잘 사는 나라가 아니잖아요?
네 그래서 이제 항상,네 그래서 이제 항상
이 필리핀 수도가 마닐란데,이 필리핀 수도가 마닐란데
뭐~ 저희가,뭐~ 저희가
뭐~ 쇼핑몰이나 아니면 은행이나,뭐~ 쇼핑몰이나 아니면 은행이나
뭐~ 시장이나 어디를 가도,뭐~ 시장이나 어디를 가도
그렇게 쪼끔 못 사는 그~ 애기들이,그렇게 조금 못 사는 그~ 애기들이
구걸을 하는 그런 경우가 되게 많았어요.,구걸을 하는 그런 경우가 되게 많았어요.
네 그래서 막 음식,네 그래서 막 음식
음식점에서 뭐~ 친구들이랑 선생님들이랑 같이 이렇게,음식점에서 뭐~ 친구들이랑 선생님들이랑 같이 이렇게
막 음식을 먹고 있는 중에도 이제 유리창으로,막 음식을 먹고 있는 중에도 이제 유리창으로
애절한 눈빛을 보내면서,애절한 눈빛을 보내면서
많이 약간 안쓰럽기도 하고,많이 약간 안쓰럽기도 하고
좀,좀
그런 광경을 많이 봤었던 거 같애요 저도,그런 광경을 많이 봤었던 거 같애요 저도
맞아요 그런데 그게 또 이제 막 돈을 주면은 애기한테 가는 게 아니라고 하더라고요?,맞아요 그런데 그게 또 이제 막 돈을 주면은 애기한테 가는 게 아니라고 하더라고요?
응~ 그래가지고,응~ 그래가지고
되게 안 좋았었고,되게 안 좋았었고
혹시 막 필리핀 말고 다른 나라도 가 보신적 있으세요?,혹시 막 필리핀 말고 다른 나라도 가 보신적 있으세요?
아~ 저는 일본,아~ 저는 일본
에 그~ 온천 여행 갔었던 경험 있어요.,에 그~ 온천 여행 갔었던 경험 있어요.
어~ 일본 온천 여행 어디로 가셨어요?,어~ 일본 온천 여행 어디로 가셨어요?
그 때 유후인으로 갔었다,그 때 유후인으로 갔었다
네 이제 친구들이랑 같이 갔었는데,네 이제 친구들이랑 같이 갔었는데
어~ 되게 좋더라구요?,어~ 되게 좋더라구요?
어~ 아니요 그런 곳은 아니고 이제,어~ 아니요 그런 곳은 아니고 이제
그~ 호텔 중에서,그~ 호텔 중에서
노천 호텔이었는데,노천 호텔이었는데
그 옥상에서 이렇게 야외를,그 옥상에서 이렇게 야외를
그~ 야경 같은 걸 감상하면서 볼 수 있는 그런 온천이 있었거든요?,그~ 야경 같은 걸 감상하면서 볼 수 있는 그런 온천이 있었거든요?
네 그래서,네 그래서
되게 그~ 불꽃 놀이 같은 것도 그 위에서 하는 거 직접 보면서,되게 그~ 불꽃 놀이 같은 것도 그 위에서 하는 거 직접 보면서
특별한 경험이었던 거 같애요.,특별한 경험이었던 거 같애요.
어우 맞아요 저도 일본은,어우 맞아요 저도 일본은
두 번 가봤거든요?,두 번 가봤거든요?
데 일본 여행이 솔직히 이제,데 일본 여행이 솔직히 이제
최근에는,최근에는
이제 안 가기도 하고 못 가기도 하고 그렇긴 한데,이제 안 가기도 하고 못 가기도 하고 그렇긴 한데
옛날에 일본에 갔을 때는  왔었거든요.,옛날에 일본에 갔을 때는  왔었거든요.
왜냐하면은 이제,왜냐하면은 이제
일단은 비행 시간도 짧고,일단은 비행 시간도 짧고
갔는데 이제,갔는데 이제
음식도 너무 맛있고,음식도 너무 맛있고
사람들도 친절하더라구요?,사람들도 친절하더라구요?
음~ 그래서 막 길 같은 거 물어봐도 다 잘 알려 주고,음~ 그래서 막 길 같은 거 물어봐도 다 잘 알려 주고
그래서 저도 료칸에 갔었는데,그래서 저도 료칸에 갔었는데
그 료칸이 진짜 완전 좀 전통적인 그런 곳이었단 말이에요?,그 료칸이 진짜 완전 좀 전통적인 그런 곳이었단 말이에요?
그래서 솔직히 한국에서는,그래서 솔직히 한국에서는
야외 온천 이런 데가 별로 그렇게 많이 없잖아요.,야외 온천 이런 데가 별로 그렇게 많이 없잖아요.
특색 있지도 않고 그런데 이제 일본은 진짜,특색 있지도 않고 그런데 이제 일본은 진짜
그 료칸은 야외 온천이 되게,그 료칸은 야외 온천이 되게
밤에 보면 달도 다 보이고 그런 곳이었거든요?,밤에 보면 달도 다 보이고 그런 곳이었거든요?
음~ 일본은 약간 분위기가 쫌,음~ 일본은 약간 분위기가 조금
어~ 우리나라에서 약간 볼 수 없는 좀,어~ 우리나라에서 약간 볼 수 없는 좀
좀 감성적인 그런 느낌 있는 거 같애요.,좀 감성적인 그런 느낌 있는 거 같애요.
차분하면서도,차분하면서도
네 그~ 일본 특유에 느낌 있는 거 같애,네 그~ 일본 특유에 느낌 있는 거 같애
맞아요 일본 특유의 느낌이 있어서,맞아요 일본 특유의 느낌이 있어서
뭔가 일본에 여행을 갔을 때 해 했던 생각이,뭔가 일본에 여행을 갔을 때 해 했던 생각이
약간 어~ 일본에서 한 달 살기 하면은 되게 재밌겠다라는 생각을 많이 했어요.,약간 어~ 일본에서 한 달 살기 하면은 되게 재밌겠다라는 생각을 많이 했어요.
얼마 정도 있었어요?,얼마 정도 있었어요?
한 일주일 정도 있어요.,한 일주일 정도 있어요.
아~ 꽤 오래 있었네요?,아~ 꽤 오래 있었네요?
어~ 저는 좀 여행을 한 번 가면은,어~ 저는 좀 여행을 한 번 가면은
오래 갈려고 노력하는 편이라서,오래 갈려고 노력하는 편이라서
왜냐하면 간 김에 좀 많이 보고 오고 싶어서,왜냐하면 간 김에 좀 많이 보고 오고 싶어서
여행 계획을 조금 길게 잡는 편이에요.,여행 계획을 조금 길게 잡는 편이에요.
언니는 그~ 여행 계획을 잡을 때,언니는 그~ 여행 계획을 잡을 때
좀 사전에 이제 막 일일히 계획을 다 짜 가지고 가는 사람 있고,좀 사전에 이제 막 일일히 계획을 다 짜 가지고 가는 사람 있고
