사투리,표준어
뭐~ 저는 제가 한 초등학교 때,뭐~ 저는 제가 한 초등학교 때
이제 휴대폰이 활성화 보편화되면서 스마트폰 터치폰 이런 것들이 나오기 시작했는데,이제 휴대폰이 활성화 보편화되면서 스마트폰 터치폰 이런 것들이 나오기 시작했는데
제가 제일 처음 휴대폰 썼던 게 이제 뭐~ 투지 폴더폰이나 슬라이드폰 이런 거였는데,제가 제일 처음 휴대폰 썼던 게 이제 뭐~ 투지 폴더폰이나 슬라이드폰 이런 거였는데
그런 거만으로 정말로 중독성이 강했고 애들도 많이 쓰고,그런 거만으로 정말로 중독성이 강했고 애들도 많이 쓰고
그걸로 이제 게임이나 이런 걸로 많은 추억들을 쌓았는데,그걸로 이제 게임이나 이런 걸로 많은 추억들을 쌓았는데
어느새부터인가 이제 스마트폰이 나오고 급속도로 정말로 다 스마트폰을 쓰면서,어느새부터인가 이제 스마트폰이 나오고 급속도로 정말로 다 스마트폰을 쓰면서
어~ 스마트폰이 이제 삶의 일부가 되고 이렇게 됐는데,어~ 스마트폰이 이제 삶의 일부가 되고 이렇게 됐는데
저는 저희 집안은 이제 제가 가족이,저는 저희 집안은 이제 제가 가족이
총 일곱 명이여서 쫌 많아 가지고  좋은 걸 주기에,총 일곱 명이여서 조금 많아 가지고  좋은 걸 주기에
그렇게 풍부하지 풍부한 사람이 아니어 가지고,그렇게 풍부하지 풍부한 사람이 아니어 가지고
그래서 항상 늘 안 좋은 휴대폰에다가 그러고 데이터는 늘 없어 가지고 이제,그래서 항상 늘 안 좋은 휴대폰에다가 그러고 데이터는 늘 없어 가지고 이제
애들한테 핫스팟을 구걸하거나 아니면 와이파이 있는 곳을 항상 찾아다녔고 이랬다가,애들한테 핫스팟을 구걸하거나 아니면 와이파이 있는 곳을 항상 찾아다녔고 이랬다가
이제 스무 살 되고 이제 제가 스스로 알바를 해서,이제 스무 살 되고 이제 제가 스스로 알바를 해서
이제 스스로 돈을 벌고 그렇게 이제 아이폰을 사게 됐는데,이제 스스로 돈을 벌고 그렇게 이제 아이폰을 사게 됐는데
아이폰을 정말 원했거든요?,아이폰을 정말 원했거든요?
그래서 뭐~ 물론 많은 사람들이 쓰고 그러고 또 뭐~ 세련돼 있기도 하고,그래서 뭐~ 물론 많은 사람들이 쓰고 그러고 또 뭐~ 세련돼 있기도 하고
그다음에 멋져 보여서도 있는데,그다음에 멋져 보여서도 있는데
저는 아이폰 그~ 삼성이나 엘지 안에,저는 아이폰 그~ 삼성이나 엘지 안에
너무 쓰잘데기 없는 것들이 정말 많아 가지고 인제 심플하고 심플하고,너무 쓰잘데기 없는 것들이 정말 많아 가지고 인제 심플하고 심플하고
