사투리,표준어
우리 지금부터 먹거리에 대해 얘기 해 보자 너 지금 뭐 먹고 싶니?,우리 지금부터 먹거리에 대해 얘기 해 보자 너 지금 뭐 먹고 싶니?
나 지금 어~ 마라탕?,나 지금 어~ 마라탕?
아~ 마라탕 맛 있겠다 그냥 진짜 이렇게 해 나 오늘 마라탕 먹어.,아~ 마라탕 맛 있겠다 그냥 진짜 이렇게 해 나 오늘 마라탕 먹어.
오늘 나 언제 먹었지?,오늘 나 언제 먹었지?
니 금요일에,너 금요일에
저번주 아,저번주 아
야 근데 거기 꿔바로우 개 맛있다.,야 근데 거기 꿔바로우 개 맛있다.
그니까 그~ &company-name1&?,그러니까 그~ &company-name1&?
글 &company-name2&,글 &company-name2&
탕 아니야 &company-name1&,탕 아니야 &company-name1&
아~ 어제 그~ 금요일에 먹은데는 &company-name1&,아~ 어제 그~ 금요일에 먹은데는 &company-name1&
어 그~ &company-name2& 거기랑은 차원이 달라.,어 그~ &company-name2& 거기랑은 차원이 달라.
아 먹고 싶어 꿔바로우 나중에 니네 집에서 먹자.,아 먹고 싶어 꿔바로우 나중에 너네 집에서 먹자.
사 줘.,사 줘.
그니까 사줄테니까 니네 집에서 먹자고,그러니까 사줄테니까 너네 집에서 먹자고
진짜 오케이 기억 해 놓게,진짜 오케이 기억 해 놓게
아니 나 언니 마라탕 요즘 그냥 마라탕에 그냥 타람 완전 그냥 완전 빠진 사람,아니 나 언니 마라탕 요즘 그냥 마라탕에 그냥 타람 완전 그냥 완전 빠진 사람
마라탕 말고 뭐 없어?,마라탕 말고 뭐 없어?
없어 나 저번주에 세번 마라탕 세번 먹었잖아.,없어 나 저번주에 세번 마라탕 세번 먹었잖아.
아~ 맞네 월 수 금?,아~ 맞네 월 수 금?
월 수 금 레전드다 야 근데 내가 추천하는 집 있잖아 먹으라는데 여기가 진짜 마라탕이 진짜 개 맛있었어 아~ 진짜 맛있어.,월 수 금 레전드다 야 근데 내가 추천하는 집 있잖아 먹으라는데 여기가 진짜 마라탕이 진짜 개 맛있었어 아~ 진짜 맛있어.
어딘데?,어딘데?
&company-name3&,&company-name3&
아~ 성남동?,아~ 성남동?
어 야 근데 근데 꿔바로우는 되게 내 생각이잖아 꿔바로우는 마라 그 &company-name2& 가 맛있단 말이야?,어 야 근데 근데 꿔바로우는 되게 내 생각이잖아 꿔바로우는 마라 그 &company-name2& 가 맛있단 말이야?
야 나중에 성남동 가서,야 나중에 성남동 가서
어.,어.
그 꿔바로우는 &company-name2&에서 사서 들고 가고,그 꿔바로우는 &company-name2&에서 사서 들고 가고
그 마라탕은 거기 해서 그~,그 마라탕은 거기 해서 그~
집에서 끓을 수 있도록 재료만 포장해서 니네 집 가서 먹으면 안 돼?,집에서 끓을 수 있도록 재료만 포장해서 너네 집 가서 먹으면 안 돼?
어~ 수능 끝나고 그럼 근데 마라탕 여깄네 마라 샹궈는 뭐야?,어~ 수능 끝나고 그럼 근데 마라탕 여깄네 마라 샹궈는 뭐야?
마라 샹궈 그 마라 샹궈가 약간 파 기름 내서 볶은 거 라던데?,마라 샹궈 그 마라 샹궈가 약간 파 기름 내서 볶은 거 라던데?
국물 없는거야 이게?,국물 없는거야 이게?
어 그냥 완전 그 볶음 우동 그런 느낌 그거 장첸 걔가 먹는 거 마라 샹궈 아니야 아닌가?,어 그냥 완전 그 볶음 우동 그런 느낌 그거 장첸 걔가 먹는 거 마라 샹궈 아니야 아닌가?
마라롱샤,마라롱샤
장첸이 뭐 먹었어?,장첸이 뭐 먹었어?
이 막 바닷 가재 뜯잖아 이상한 장갑 그건 별로 안 먹고 싶어.,이 막 바닷 가재 뜯잖아 이상한 장갑 그건 별로 안 먹고 싶어.
어 마라 롱샤 그건데,어 마라 롱샤 그건데
그 가재,그 가재
어 새우 같이 생긴 가재,어 새우 같이 생긴 가재
니는 마라탕 먹을 때 그 마라탕 안에 있는 면 국수파야 아니면 그냥 밥을 먹는 파야?,너는 마라탕 먹을 때 그 마라탕 안에 있는 면 국수파야 아니면 그냥 밥을 먹는 파야?
아니 내가 두 개 다 먹어본 결과 약간 밥이 더 맛있는 거,아니 내가 두 개 다 먹어본 결과 약간 밥이 더 맛있는 거
나도 나 개인적으로 난 밥이 더 좋아 맛있겠다 아~ 나 난 진짜 병 완전 면보단 무조건 밥 난 면 별로 안 좋아해가지,나도 나 개인적으로 난 밥이 더 좋아 맛있겠다 아~ 나 난 진짜 병 완전 면보단 무조건 밥 난 면 별로 안 좋아해가지
근데 약간 우동면이었나 그랬는데 아~ 뭐 먹었었잖아 약간 쫌,근데 약간 우동면이었나 그랬는데 아~ 뭐 먹었었잖아 약간 조금
성의 없이 끓인 느낌이 나.,성의 없이 끓인 느낌이 나.
아 진짜?,아 진짜?
어 약간 다 들러 붙어 있었어 약간 먹으면서 이게 뭔가 하고 다 으스러져서 부스 부서지고 막 이래.,어 약간 다 들러 붙어 있었어 약간 먹으면서 이게 뭔가 하고 다 으스러져서 부스 부서지고 막 이래.
그 우동 약간 우동 약간 쫄깃 쫄깃 해야지 맛 있는데,그 우동 약간 우동 약간 쫄깃 쫄깃 해야지 맛 있는데
맞아 어웅 맛 있겠,맞아 어웅 맛 있겠
맛있겠다 나는 나 지금 갑자기 맥날도 겁나 땡겨.,맛있겠다 나는 나 지금 갑자기 맥날도 아주 많이 당겨.
맥날?,맥날?
그~ 내가 니한테 맥날 어쩌고 했었다 아이가?,그~ 내가 너한테 맥날 어쩌고 했었지 않니?
상하이 땡긴다 근데 지금 가면 애바 아니냐?,상하이 당긴다 근데 지금 가면 애바 아니냐?
그치 열시 다 되가는데,그치 열시 다 되가는데
근데 거기 알지 거기 이십 사시간이야?,근데 거기 알지 거기 이십 사시간이야?
열 두시까지?,열 두시까지?
