사투리,표준어
네 오늘 날씨가 되게 춥더라구요 이번 주말까지 계속 추워진다고 하는데,네 오늘 날씨가 되게 춥더라구요 이번 주말까지 계속 추워진다고 하는데
어~ 부산은 눈이 왔었거든요 혹시 눈 내리는 날씨 좋아하시나요?,어~ 부산은 눈이 왔었거든요 혹시 눈 내리는 날씨 좋아하시나요?
네 눈 내리는 날씨 자체는 좋아하는데,네 눈 내리는 날씨 자체는 좋아하는데
내가 차 운전을 가끔씩 하다 보니까 빙판길이나 이렇게 되면은,내가 차 운전을 가끔씩 하다 보니까 빙판길이나 이렇게 되면은
이 너무 싫더라구요 음~ 비나 눈 오는 게 그까 특히 겨울에,이 너무 싫더라구요 음~ 비나 눈 오는 게 그러니까 특히 겨울에
비나 눈이 와서 빙판길이 되면 차가 움직일 수 없게 되거든요 그러면 다니기가 또 힘들어 가지고,비나 눈이 와서 빙판길이 되면 차가 움직일 수 없게 되거든요 그러면 다니기가 또 힘들어 가지고
보는 거는 참 예쁘고 좋은데 실제로 그 속에 제가 들어가면 되게 많이 힘들더라구요 그래서,보는 거는 참 예쁘고 좋은데 실제로 그 속에 제가 들어가면 되게 많이 힘들더라구요 그래서
어~ 오는 거는 좋고 당하는 거는 싫은 그런 좀 이면적인 면이 있구요.,어~ 오는 거는 좋고 당하는 거는 싫은 그런 좀 이면적인 면이 있구요.
아까 친구가 위성 사진을 하나 보내줬는데,아까 친구가 위성 사진을 하나 보내줬는데
그~ 우리나라 한반도 지도예요 근데 어~,그~ 우리나라 한반도 지도예요 근데 어~
저 한반도 전체가 다 하얗게 물들었는데 딱 부산만,저 한반도 전체가 다 하얗게 물들었는데 딱 부산만
눈이 아예 녹아 없어졌더라구요 그래서 그거 보면서 되게 아 역시 부산이구나,눈이 아예 녹아 없어졌더라구요 그래서 그거 보면서 되게 아 역시 부산이구나
눈이 왔었어도 이렇게 순식간에 녹는 곳이 부산이지라는 생각이 들면서 음~,눈이 왔었어도 이렇게 순식간에 녹는 곳이 부산이지라는 생각이 들면서 음~
그나마 부산에 사는 게 다행이다라는 생각이 많이 들어요 윗쪽 지방은 지금 체감 온도가 이십 도,그나마 부산에 사는 게 다행이다라는 생각이 많이 들어요 윗쪽 지방은 지금 체감 온도가 이십 도
이렇게까지 내려갔다 하더라구요.,이렇게까지 내려갔다 하더라구요.
부산은 몇 도까지 있는지 잘 모르겠는데,부산은 몇 도까지 있는지 잘 모르겠는데
어~ 저 같으면 그렇게 추운 지방에서는 절대 못 살 거 같애요  님은 혹시,어~ 저 같으면 그렇게 추운 지방에서는 절대 못 살 거 같애요  님은 혹시
추운 날씨가 어떠신지 괜찮으신지 궁금합니다.,추운 날씨가 어떠신지 괜찮으신지 궁금합니다.
네 오늘 부산 날씨가 안 그래도 십이 도 영하 십이 도까지 내려갔다 하더라구 그래서 안 그래도 추워 가지고,네 오늘 부산 날씨가 안 그래도 십이 도 영하 십이 도까지 내려갔다 하더라구 그래서 안 그래도 추워 가지고
새벽 한 시 쯤에 눈이 온다는 예보가 있었거든요 그래서 우리 딸은 잠 안 자고 새벽 한 시에 나가서 눈 오는지 봐도 되냐고 물어보고 하더라구요 근데 제가,새벽 한 시 쯤에 눈이 온다는 예보가 있었거든요 그래서 우리 딸은 잠 안 자고 새벽 한 시에 나가서 눈 오는지 봐도 되냐고 물어보고 하더라구요 근데 제가
그~ 배달을 하거든요 꽃집을 하기 때문에 쫌 전에 낭기도 울산 갔다가 배달하고 왔는데,그~ 배달을 하거든요 꽃집을 하기 때문에 조금 전에 낭기도 울산 갔다가 배달하고 왔는데
그거 때문에 눈이 오게 되면 배달을 못하니까 혹시나,그거 때문에 눈이 오게 되면 배달을 못하니까 혹시나
뭐~ 스노우 체인도 없을 뿐더러 부산은 눈 오면 완전 취약하잖아요 그래 가지구,뭐~ 스노우 체인도 없을 뿐더러 부산은 눈 오면 완전 취약하잖아요 그래 가지구
눈 올까 싶어서 눈 와서 안 그도 저도 그 처럼,눈 올까 싶어서 눈 와서 안 그도 저도 그 처럼
그~ 뭐지  님처럼 그 빙판길 될까 봐 그게 되게 겁나더라구요 근데 다행히 아침에 눈이 쫌 쌓이긴 했는데 그래도,그~ 뭐지  님처럼 그 빙판길 될까 봐 그게 되게 겁나더라구요 근데 다행히 아침에 눈이 조금 쌓이긴 했는데 그래도
어~ 거의 다 없어졌고 해 가지고 다행이다 싶더라구요 그래 어렸을 때는 저도 눈 오는 날씨 너무너무 좋아하는데,어~ 거의 다 없어졌고 해 가지고 다행이다 싶더라구요 그래 어렸을 때는 저도 눈 오는 날씨 너무너무 좋아하는데
이제는 눈 오고 이러면 걱정이 먼저 되드라구요 항상 그 좋다 이런 것보다 아~ 눈 와서 좋다 이런 것보다 무조건 혹시나 결빙될까 봐 그게 제일 걱정이고,이제는 눈 오고 이러면 걱정이 먼저 되드라구요 항상 그 좋다 이런 것보다 아~ 눈 와서 좋다 이런 것보다 무조건 혹시나 결빙될까 봐 그게 제일 걱정이고
혹시나 저희 또 복도식 아파트라서 그~ 뭐지 그~,혹시나 저희 또 복도식 아파트라서 그~ 뭐지 그~
수도관 파열이 잘 되거든요 그래서 몇 번 그 경험이 있어 가지구 혹시나 또 또 수도가 파열되는 거 아닐까 그 생각도 들고,수도관 파열이 잘 되거든요 그래서 몇 번 그 경험이 있어 가지구 혹시나 또 또 수도가 파열되는 거 아닐까 그 생각도 들고
뭐 그래갖고 걱정이 많아요 안 그래도 춥다 춥다 하니까,뭐 그래갖고 걱정이 많아요 안 그래도 춥다 춥다 하니까
그 이번주 금요일 날 토요일까지 계속 춥다고 하니까 오늘보다 더 춥다고 하니까 안 그래도 긴장되기도 하고,그 이번주 금요일 날 토요일까지 계속 춥다고 하니까 오늘보다 더 춥다고 하니까 안 그래도 긴장되기도 하고
또 신랑도 이제 회사 다니는데 이제 실내긴 하지만 그래도 난방이 그렇게 막,또 신랑도 이제 회사 다니는데 이제 실내긴 하지만 그래도 난방이 그렇게 막
빵빵하지 않은가 봐요 그래서 춥다 그래 가지고 안 그래도 아침에,빵빵하지 않은가 봐요 그래서 춥다 그래 가지고 안 그래도 아침에
핫팩도 뭐~ 챙겨주고 그랬거든요.,핫팩도 뭐~ 챙겨주고 그랬거든요.
