사투리,표준어
어~ 저는 다이어트로,어~ 저는 다이어트로
어~ 식단 조절 예전에 해 봤고,어~ 식단 조절 예전에 해 봤고
운동도 좀 해 봤는데 혹시 다이어트 하는 방법 따로 있으세요?,운동도 좀 해 봤는데 혹시 다이어트 하는 방법 따로 있으세요?
저는 고등학생 때 살이 너무 많이 쪄 가지고 교복도 새로 맞췄었거든요 고 삼 때,저는 고등학생 때 살이 너무 많이 쪄 가지고 교복도 새로 맞췄었거든요 고 삼 때
그래 가지고 수능 끝나면 다들 살이 저절로 빠진다고 했는데,그래 가지고 수능 끝나면 다들 살이 저절로 빠진다고 했는데
아무리 해도 안 빠지는 거예요.,아무리 해도 안 빠지는 거예요.
그래 가지고 아~ 이래선 안 되겠다 하면서 극단적인 다이어트를 시작을 했거든요.,그래 가지고 아~ 이래선 안 되겠다 하면서 극단적인 다이어트를 시작을 했거든요.
굶고 운동을 하루에 세 시간씩 유산소만 막 뛰고 했었는데,굶고 운동을 하루에 세 시간씩 유산소만 막 뛰고 했었는데
그렇게 하다 보니까 살은 십오 키로인가,그렇게 하다 보니까 살은 십오 키로인가
그~ 수능 끝나고 졸업식까지 한 삼 개월 정도 만에,그~ 수능 끝나고 졸업식까지 한 삼 개월 정도 만에
십오 키로 정도 빠졌는데 살 빠지는 만큼 머리도 빠지고,십오 키로 정도 빠졌는데 살 빠지는 만큼 머리도 빠지고
막 피부에 발진 같은 것도 생겨 가지고 병원에 갔는데,막 피부에 발진 같은 것도 생겨 가지고 병원에 갔는데
이거는 그냥 스트레스성이라면서 그렇게 얘길 하니까,이거는 그냥 스트레스성이라면서 그렇게 얘길 하니까
이게 뭔가 잘못됐다는 걸 말을 안 해 주는 거예요 그래서,이게 뭔가 잘못됐다는 걸 말을 안 해 주는 거예요 그래서
최근에 살을 많이 뺐다 굶으면서 다이어트를 했다 이렇게 얘기를 하니까,최근에 살을 많이 뺐다 굶으면서 다이어트를 했다 이렇게 얘기를 하니까
아~ 그러면 다이어트를 너무 심하게 해서 갑자기 이런 게 생길 수가 있다면서,아~ 그러면 다이어트를 너무 심하게 해서 갑자기 이런 게 생길 수가 있다면서
그케 얘기를 해 가지고 저는 그때부터 약간 정신을 차리고,그렇게 얘기를 해 가지고 저는 그때부터 약간 정신을 차리고
아~ 다이어트는 계속해야 될 것 같은데 살이 되게 잘 찌는 체질이라서,아~ 다이어트는 계속해야 될 것 같은데 살이 되게 잘 찌는 체질이라서
계속해야 될 것 같은데 굽는 거는 안 되겠다 해 가지고,계속해야 될 것 같은데 굽는 거는 안 되겠다 해 가지고
이제 샐러드 같은 거 사 먹고 했는데,이제 샐러드 같은 거 사 먹고 했는데
다이어트가 쉽지가 않더라고요.,다이어트가 쉽지가 않더라고요.
한 십 년 가까이를 그렇게 하고,한 십 년 가까이를 그렇게 하고
아침에도 아침에 할 수 있으면 공복 유산소도 했었고,아침에도 아침에 할 수 있으면 공복 유산소도 했었고
많이 안 힘든 많이 안 피곤한 날에는 저녁에도 가서 운동을 하고 했는데,많이 안 힘든 많이 안 피곤한 날에는 저녁에도 가서 운동을 하고 했는데
어릴 때부터 쫌 통통한 체질이라서 그런지 그~ 비만 세포 같은 게 많아서 그런 건지,어릴 때부터 조금 통통한 체질이라서 그런지 그~ 비만 세포 같은 게 많아서 그런 건지
살이 되게 잘 붙더라고요.,살이 되게 잘 붙더라고요.
그래서 한번은 또 한 일 년 동안 마음먹고,그래서 한번은 또 한 일 년 동안 마음먹고
되게 열심히 살을 뺐었는데,되게 열심히 살을 뺐었는데
그때도 한 십 키로 정도 뺐다가,그때도 한 십 키로 정도 뺐다가
너무 어느 날 집에 가는 길에,너무 어느 날 집에 가는 길에
뒤에서 누가 탁 치면 쓰러질 것 같다는 생각이 들어 가지고 그때 또,뒤에서 누가 탁 치면 쓰러질 것 같다는 생각이 들어 가지고 그때 또
아~ 나는 그냥 통통하게 살아야겠다는 생각을 했었죠.,아~ 나는 그냥 통통하게 살아야겠다는 생각을 했었죠.
그면 다이어트 혹시 해 보신 적 있으세요?,그면 다이어트 혹시 해 보신 적 있으세요?
어~ 저는 다이어트 목적으로 헬스장을 다녀 봤었는데,어~ 저는 다이어트 목적으로 헬스장을 다녀 봤었는데
그게 제가 쫌 지루한 운동을 잘 안 좋아해 가지고,그게 제가 조금 지루한 운동을 잘 안 좋아해 가지고
생각보다 안 쉽더라고요 꾸준히 가는 게 젤 어려운 거 같은데,생각보다 안 쉽더라고요 꾸준히 가는 게 젤 어려운 거 같은데
그래서 쫌 재밌게 운동할 방법이 없을까 해서 간 곳이,그래서 조금 재밌게 운동할 방법이 없을까 해서 간 곳이
그~ 헬스장 안에 그~,그~ 헬스장 안에 그~
스쿼시 아~ 스쿼트라고 아세요?,스쿼시 아~ 스쿼트라고 아세요?
그~ 테니스,그~ 테니스
비슷하게 벽을 보면서 치는 운동인데 그게 안에 들어가 있는 거였거든요.,비슷하게 벽을 보면서 치는 운동인데 그게 안에 들어가 있는 거였거든요.
예 그것 때문에 삼 개월 정도 운동을 했었는데,예 그것 때문에 삼 개월 정도 운동을 했었는데
그냥 헬스장에 가면은 처음에 이제 뭐~ 러닝머신 뛰고,그냥 헬스장에 가면은 처음에 이제 뭐~ 러닝머신 뛰고
처음에 그렇게 기초를 알려준 대로,처음에 그렇게 기초를 알려준 대로
유산소 운동도 하고 했었는데 확실히 그거 할 때는 솔직히 막 아~ 막,유산소 운동도 하고 했었는데 확실히 그거 할 때는 솔직히 막 아~ 막
살 빠지는 거 같지도 않고 막 그랬는데 확실히 그~ 스쿼시를 하니까,살 빠지는 거 같지도 않고 막 그랬는데 확실히 그~ 스쿼시를 하니까
그냥 머리부터 발끝까지,그냥 머리부터 발끝까지
땀이 다 빠지더라고요.,땀이 다 빠지더라고요.
그거 한 번 치고 나면은 진이 다 빠져 가지고 마무리 운동을 하고 가야 하는데,그거 한 번 치고 나면은 진이 다 빠져 가지고 마무리 운동을 하고 가야 하는데
그것도 못 하겠고 막 맨날 다리 후들들 거리면서,그것도 못 하겠고 막 맨날 다리 후들들 거리면서
막 씻으러 가고 그랬던 거 같은데 그거 말고 특별한 다이어트는,막 씻으러 가고 그랬던 거 같은데 그거 말고 특별한 다이어트는
그냥 아~ 다이어트해야지 마음먹고,그냥 아~ 다이어트해야지 마음먹고
어떻게 해야 될지 모르겠고 또 먹는 것도 좋아하니까 식단을 포기는 못 하겠어서,어떻게 해야 될지 모르겠고 또 먹는 것도 좋아하니까 식단을 포기는 못 하겠어서
그~ 그 뭐라고 해야지 다이어트 보조제?,그~ 그 뭐라고 해야지 다이어트 보조제?
예 그거를 같이 복용해 본 적 있었어요 그게 지방 분해도 하고,예 그거를 같이 복용해 본 적 있었어요 그게 지방 분해도 하고
그래 가지고 어~ 근데 생각보다 효과가 그렇게 좋지는 않더라고요.,그래 가지고 어~ 근데 생각보다 효과가 그렇게 좋지는 않더라고요.
광고하는 만큼 막 그렇게 당연히 안 빠지는 것도 맞고 어~,광고하는 만큼 막 그렇게 당연히 안 빠지는 것도 맞고 어~
보조제 먹는다고 해서 솔직히 식단 조절 안 하고 운동도 안 하고 하면 살 빠지는 게 이상한 거라고 생각은 했는데 또 그래도 혹시나 하는 마음에,보조제 먹는다고 해서 솔직히 식단 조절 안 하고 운동도 안 하고 하면 살 빠지는 게 이상한 거라고 생각은 했는데 또 그래도 혹시나 하는 마음에
그런 것도 먹어 보고,그런 것도 먹어 보고
저도 고등학교 때 살이 되게 많이 쪘었는데 제가,저도 고등학교 때 살이 되게 많이 쪘었는데 제가
중학교에서 고등학교 넘어갈 때 이제 인문계로 가니까,중학교에서 고등학교 넘어갈 때 이제 인문계로 가니까
아침부터 밤까지 계속 앉아 있고,아침부터 밤까지 계속 앉아 있고
또 중간중간에 점심 저녁 먹고,또 중간중간에 점심 저녁 먹고
